ID_ALUNO,IDADE,ANO_INGRESSO,FORMA_INGRESSO,ANO_EVASAO,FORMA_EVASAO,NATURALIDADE,ETNIA,DEFICIENCIAS,COTAS,BOLSA
185FD70FB041D6BE619D9B634EB28685,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Possuia
18C968E3898F39820946387C9E8AA5C8,19-25 anos,2015,Processo Seletivo - SiSU,2019,Formado,Tarauaca-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda,Possuia
18DA79F0A36D35A0A29D32CC4E1AD526,Acima de 35 anos,2021,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
19101D2E639B7F9D2D85022CE1FECE21,26-35 anos,2017,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Preta,Fisica,Candidatos Deficientes,Possuia
19FFC09943F1DFFB251CEF5A0B71C183,19-25 anos,2017,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1A1D636C98F9E63B3CBB63F069FFE923,Menos de 19 anos,2014,Processo Seletivo - SiSU,2017,Formado,Sena Madureira-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
1A69BEF79E513338886E4C558B15FFCA,Menos de 19 anos,2014,Processo Seletivo - SiSU,2017,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1A7DA998DED68C09B6FB68853539E59A,Menos de 19 anos,2012,Enem,2016,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
1A944D032CFA82FD3FCCB56BA18FB914,Acima de 35 anos,2011,Vestibular,2012,Desistencia,Cruzeiro do Sul-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1AA099D408FE4285329682B5DB961CF0,Acima de 35 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
1AA7622E223C7EEE981A7776FE70000C,Menos de 19 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Fisica,Ampla Concorrencia,Não Possuia
1ACD4D26929098C6AF011ED1A5D93E9D,Acima de 35 anos,2013,Processo Seletivo - SiSU,2014,Jubilamento,Cruzeiro do Sul-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
1AF8FE938EAA23EE6C9CFBAC31BC2AE3,Menos de 19 anos,2019,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
1B1F4205AB5D9B437C143FC6D7E18C80,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1B4F2F6F94B053E3A32726E62B85DB9C,Acima de 35 anos,2015,Processo Seletivo - SiSU,2019,Formado,Brasileia-AC,Nao Declarada,Sem Deficiencia,Geral,Possuia
1C215A069A482FD705BA2D9396602A38,19-25 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
1C2ADD622B27D7D712843ACA43C7503B,Menos de 19 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Possuia
1CA029F8D52A7B0CF97A4E2B09AE4042,Menos de 19 anos,2014,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Possuia
1D10712905E2FAF91DE6700424D443F6,Menos de 19 anos,2014,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1D5D4D8436C1DE93A0DC38FE90E063BB,Acima de 35 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
1D98E6AD3ED4F30AFACADCF23FE145FA,19-25 anos,2009,Vestibular,2018,Jubilamento,Xapuri-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
1DA76F4E60189995AA60CC1D19993AE9,26-35 anos,2013,Processo Seletivo - SiSU,2014,Jubilamento,Placido de Castro-AC,Nao Declarada,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Não Possuia
1DD5A4016C624EF51F0542D4AE60E281,19-25 anos,2008,Vestibular,2012,Jubilamento,Feijo-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
1E5BEF26E8DFBF7D72AB4979D14FAEA1,Menos de 19 anos,2017,Processo Seletivo - SiSU,2021,Formado,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Possuia
1E78E7323C18CAA97A193CB00302ED8B,Menos de 19 anos,2010,Vestibular,2018,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
1EC50ED5E408DB09C21F88566223C2B9,19-25 anos,2016,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Amarela,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Possuia
1F14D66C8C9C1E56FE8AC029391936A7,Acima de 35 anos,2021,Processo Seletivo - SiSU,2022,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Não Possuia
1F2013E3DCFA352CA993CC25CC334C10,19-25 anos,2009,Vestibular,2016,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
1F3363EBBC62357E626552CBF22A9351,19-25 anos,2020,Processo Seletivo - SiSU,2022,Jubilamento,Acrelandia-AC,Preta,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
1F974E395FE33F5CE91659B887A27B48,19-25 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Tarauaca-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda,Possuia
1FBA5CE97F702C38B3E76367546CD227,Menos de 19 anos,2016,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Não Possuia
1FDE33D3E57CF927B0E348C8C23BDA14,Acima de 35 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Possuia
1FDFB6F89419A6D2E520339BFEA2D0BB,Menos de 19 anos,2017,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
20086683A16F0F9FF5EE662AFA9FBFBF,26-35 anos,2020,Processo Seletivo - SiSU,2023,Jubilamento,Sena Madureira-AC,Parda,Deficiencia Mental,Candidatos com deficiencia,Possuia
203434495046C2CA2F0AA1377B0D9BBA,19-25 anos,2023,Selecao para Vagas Remanescentes,,Sem Evasao,Manoel Urbano-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
209700C8CCFB57CF8B2B24E4608BDA14,Acima de 35 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Possuia
20B46671CD9422FE5AFB7740096F63F2,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Não Possuia
212348B03AAC5EF6D1018E3769DFDC09,Menos de 19 anos,2012,Enem,2019,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
219BCA0424068065F16847266063C855,19-25 anos,2017,Processo Seletivo - SiSU,,Sem Evasao,Porto Velho-RO,Preta,Sem Deficiencia,Ampla Concorrencia,Não Possuia
21C4D74CCDFC49284EEAC9667F4AB8AB,19-25 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Sena Madureira-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
21CE4B60B04414517D01ABE505F76DA9,Menos de 19 anos,2016,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Possuia
22C4329ABF5EB9A69028F30C32AC264B,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
2306177F9EDBFCA5780E4743C7DFC5D7,Acima de 35 anos,2020,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda,Possuia
232CD4CA5EFA68C0AAACAF8A874C23AB,26-35 anos,2009,Vestibular,2018,Formado,Medianeira-PR,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
23B3EC0C082BCC9D9B0C4E25989BDD22,Menos de 19 anos,2009,Vestibular,2013,Formado,Xapuri-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
23FDC2B96C1AFDF6D8AB932F150EF29A,26-35 anos,2015,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Geral,Não Possuia
2451DE50D2DDDD51F68C32C2A564B300,19-25 anos,2014,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2485D846DC142C8056986D6B551F5486,Menos de 19 anos,2009,Vestibular,2013,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
24CDAA47AD1D6A0D2944344170B8338C,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Cruzeiro do Sul-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
24E87062155973C97360089ADD8E19D7,Menos de 19 anos,2013,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Possuia
251AC3D1E0619A1166FA15753157EA11,19-25 anos,2013,Processo Seletivo - SiSU,2014,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
251BE5D69CC38DD1D2A72A8B1C324B6A,19-25 anos,2010,Vestibular,2018,Transferido,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
2585EB8DD46328EC14BCE03201541E9D,Menos de 19 anos,2015,Processo Seletivo - SiSU,2022,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda,Não Possuia
25B6CA62448AD1547674EA4DF32CAEF0,Menos de 19 anos,2018,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
25C801F83373161C6A13F424AF3C2791,19-25 anos,2015,Processo Seletivo - SiSU,2018,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Possuia
25C9ACA781EB787DF5A01A7345B8BA36,Menos de 19 anos,2013,Processo Seletivo - SiSU,2013,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
262668519E91497F7EBF3AB498C7D5CE,19-25 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
2642C4088801F315789ED587F791F3F2,26-35 anos,2010,Mandado de Seguranca,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
26A95A5834C46C93A5C200BFC6DA212F,Menos de 19 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
26D681252A4D82A9AA09E048BA343E50,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
26D6E896DB39EDC7D7BDD357D6984C95,Menos de 19 anos,2008,Vestibular,2012,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
2711C1C38D9A6F2812B8340B30BE6BA8,Menos de 19 anos,2015,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Geral,Não Possuia
27C88A4CCD8B717AAD3BC4042042202D,Menos de 19 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Senador Guiomard-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
27CD72A0F1D3CD199480DE09512D9612,Menos de 19 anos,2011,Vestibular,2018,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
284AD8AA1E739C2FFFC3942E6496E8E3,Acima de 35 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Tarauaca-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2894DCD561DDDA2954A024C081DB7E50,Acima de 35 anos,2012,Enem,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
28FD3872C62AAD371E8B21061F1A35BD,26-35 anos,2010,Vestibular,2014,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
299024CFE2CD92197E0AB02D2421285C,Acima de 35 anos,2012,Enem,2016,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
29C98CB673C911EE8F9977094A220F17,Acima de 35 anos,2022,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
2A0A1CE251866140A002EF0A7BD8C690,Menos de 19 anos,2014,Processo Seletivo - SiSU,2022,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
2B1488EA4F41F775D267FD910480D14A,Menos de 19 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2B1F292723CC6F4CA4761F8710141CBB,Menos de 19 anos,2016,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica com Baixa Renda (Pretos, Pardos e Indigenas)",Não Possuia
2B436D084A19D79AD3FBBFF4245FC7C6,26-35 anos,2012,Enem,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2B98E671FCBB48F8A586538960C8CFF2,19-25 anos,2013,Processo Seletivo - SiSU,2013,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
2C0DC74E71779CBA5D04DCFF4B72D294,Acima de 35 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Sobral-CE,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2C43925465956D1A5B42E7B00C9DB6C3,Menos de 19 anos,2014,Processo Seletivo - SiSU,2015,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2C8E6B5094ADFCFE7FE87F19BB5C3641,26-35 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2CADEBAE208572A73BCC7385D5DE0710,19-25 anos,2016,Transferencia Externa,2023,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2CE936697D47F1F420DC6EB29B546E1C,Acima de 35 anos,2009,Vestibular,2014,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2D1BAFE55B0B49961617E5B71CBB1292,Menos de 19 anos,2011,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2D261A6E0CF7A273F9D1DDBB31799A9C,19-25 anos,2009,Vestibular,2019,Formado,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
2D712C9E2F4F353C2108751E0EEEA05A,Menos de 19 anos,2011,Convenio,2016,Formado,Ucayali-PER,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
2DAC573D6FF24BD9A16140531E156CDC,Menos de 19 anos,2012,Enem,2016,Formado,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2DAE9D2217D0A6F4280B0FFC7A69CF7E,Acima de 35 anos,2011,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2E71E53E5D5315B15A4C18F100A15227,Acima de 35 anos,2015,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Geral,Não Possuia
2EA6B5478AFBDC33FB58AE1072E3D18B,26-35 anos,2019,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
2F75ED4ECF40F23A4287DCD5D0D2E5F7,Acima de 35 anos,2019,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
2FC06D277E31A5DF872AC04EB7E75CD2,26-35 anos,2014,Processo Seletivo - SiSU,2017,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
302626EB160BCD2FF5B9E4A0578E021B,Menos de 19 anos,2014,Processo Seletivo - SiSU,2015,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas independente de renda",Não Possuia
30699E092FABCB864FF2B28AB84E420D,Menos de 19 anos,2014,Processo Seletivo - SiSU,2015,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,"Vagas destinadas aos pretos, pardos e indigenas de baixa renda",Não Possuia
312CE70BAEA67CA3787F70F2C5A715C8,Menos de 19 anos,2015,Processo Seletivo - SiSU,2018,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Possuia
312EC7F8D4615D6DD78477A4F581C612,Menos de 19 anos,2014,Processo Seletivo - SiSU,2017,Formado,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
31882DBF700C4B88A999F391EC520665,19-25 anos,2013,Processo Seletivo - SiSU,2017,Formado,Tarauaca-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
321311B1A2D186B850844E4197706453,Acima de 35 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3216F7199AEBFEA5191007EDB7F13098,Menos de 19 anos,2017,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
322C649F662992C959D8566D3ECD5F56,Menos de 19 anos,2010,Vestibular,2016,Formado,Belem-PA,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
33A5D9297143C62A93170D9DC2CF5A52,19-25 anos,2015,Processo Seletivo - SiSU,2022,Jubilamento,Porto Velho-RO,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Possuia
347FFC25FDEED7C35847B4A977D70A61,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Tarauaca-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
3545258378F2A3566E4A823D0AD28A3E,Acima de 35 anos,2017,Processo Seletivo - SiSU,2019,Desistencia,Rio Branco-AC,Parda,Fisica,Candidatos Deficientes,Não Possuia
35498C8F4FF8092C2C74D224AAC6E141,19-25 anos,2019,Processo Seletivo - SiSU,2021,Desistencia,Cruzeiro do Sul-AC,Parda,Deficiencia Mental,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
355CD105F79507780FAD8848469BACA1,Menos de 19 anos,2012,Enem,2016,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
3567CB56B21B2002242DD83189C69B58,Menos de 19 anos,2015,Processo Seletivo - SiSU,2015,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,Geral,Não Possuia
357E3FCFD0D70949F2521580BB02F25F,Menos de 19 anos,2020,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Possuia
359E233993D8D2F9790B8265373433D6,19-25 anos,2017,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
35D4F69AD714757EC15987ABF27FBF05,19-25 anos,2011,Vestibular,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
35E6F4AED98EF0D4A84D1C735D8A6877,Acima de 35 anos,2018,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Possuia
35F476BEE2F5015BA0269E3B346F2D13,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
360B424950EA07E287889568885A1DC7,26-35 anos,2021,Reopcao de Curso,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3669893E96798CD68787CD735C4EDEC1,Menos de 19 anos,2012,Enem,2018,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Possuia
36952A03115AC27C7E672D4663689CB0,19-25 anos,2018,Transferencia Externa,,Sem Evasao,Cruzeiro do Sul-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
369FDAA2741244F57B484D8AC1828FD3,Menos de 19 anos,2014,Processo Seletivo - SiSU,2018,Desistencia,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
36B03A528C26169059EC64061B94C0E8,Acima de 35 anos,2018,Transferencia Externa,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
36B14516D8F92201B3FF6326FEC41872,Menos de 19 anos,2017,Processo Seletivo - SiSU,,Sem Evasao,Passo Fundo-RS,Branca,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda,Não Possuia
373D71F842CA1C1BFF5A1D8B1DA9F1B2,Acima de 35 anos,2008,Vestibular,2014,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
376DC6A733180CE32B4BCD34F627D846,Acima de 35 anos,2022,Processo Seletivo - SiSU,2023,Jubilamento,Tarauaca-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
37A3D08ABAC5F12E8C0FAD6CFE21E079,Acima de 35 anos,2017,Processo Seletivo - SiSU,2022,Jubilamento,Rio Branco-AC,Parda,Deficiencias Multiplas,Candidatos Deficientes,Possuia
37FA3F03F7327C7115D706E0AC58170D,Menos de 19 anos,2011,Vestibular,2017,Jubilamento,Nao informado,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
38692035222CF6F0B1FCB1BA4FDE75A9,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica com Baixa Renda PPI,Não Possuia
3888059EA26BD007F6B2A527D800C389,Menos de 19 anos,2019,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
393A0F103DFDC3798CF1CFC2E7BDBC1F,19-25 anos,2013,Processo Seletivo - SiSU,2013,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
3982AD9AA31A128D9D04D07596E32234,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
39BF36E27F59009002E4CC12664DC8D8,19-25 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Outras Necessidades,Ampla Concorrencia,Não Possuia
39E35A939BC4DF155A47E39DCDA9B72C,19-25 anos,2009,Transferencia Externa,2017,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3A3B87FEB5D6E91E5716CB32551D90D6,19-25 anos,2017,Processo Seletivo - SiSU,2017,Desistencia,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Não Possuia
3A91A097116D6C8B32D41E0C81DD1E9C,Menos de 19 anos,2017,Processo Seletivo - SiSU,2018,Jubilamento,Jaru-RO,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Não Possuia
3AE5D34EE4C3F8E40F0985B5B97C8414,19-25 anos,2014,Processo Seletivo - SiSU,2016,Jubilamento,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3B43EC40B373CE3468DCCCA34645A12F,Acima de 35 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3B461E081065BB69ADFC7089D6545C65,Menos de 19 anos,2023,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Preta,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3B5B8204BF00BFF04186105489D86BF2,Acima de 35 anos,2013,Processo Seletivo - SiSU,2013,Desistencia,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Vagas destinadas aos candidatos de escola publica e baixa renda,Não Possuia
3BCAF5B4D1C34FC9B475D81E932AFFFB,Menos de 19 anos,2022,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Parda,Sem Deficiencia,Candidatos de Escola Publica Independente de Renda PPI,Não Possuia
3C7B933FA023D881921776FE47B69A0B,Menos de 19 anos,2017,Processo Seletivo - SiSU,2023,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica Independente de Renda (Pretos, Pardos e Indigenas)",Possuia
3CE5F6D8606512AD3B1217E43072B9DC,Menos de 19 anos,2011,Vestibular,2014,Jubilamento,Rio Branco-AC,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Não Possuia
3D0376E47377D3B148BEA4942C2A8708,Menos de 19 anos,2016,Processo Seletivo - SiSU,2018,Jubilamento,Rio Branco-AC,Parda,Sem Deficiencia,"Candidatos de Escola Publica com Baixa Renda (Pretos, Pardos e Indigenas)",Possuia
3D9D56627055825A279509DEA880D9C7,Acima de 35 anos,2021,Processo Seletivo - SiSU,,Sem Evasao,Rio Branco-AC,Branca,Sem Deficiencia,Ampla Concorrencia,Possuia
