ESTADO_CIVIL,IDADE,FORMA_INGRESSO,FORMA_EVASAO,ETNIA,DEFICIENCIAS,COTAS,NOME_DISCIPLINA,SITUACAO_DISCIPLINA,MEDIA_FINAL,FALTAS,BOLSA
Solteiro(a),Menos de 19 anos,Vestibular,Desistencia,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,15-20%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,5-10%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,5-10%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,10-15%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,15-20%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,10-15%,Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,10-15%,Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,15-20%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Reprovado,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Trancamento Total,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Trancamento Parcial,Nao informado,0-5%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,0-5%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Possuia
Casado(a),19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),26-35 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Desistencia,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,15-20%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,10-15%,Nao Possuia
Nao informado,19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,0-5%,Nao Possuia
Nao informado,19-25 anos,Vestibular,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Transferencia Externa,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,10-15%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado por aproveitamento,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,5-8,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,10-15%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Trancamento Total,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Trancamento Total,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Trancamento Total,Nao informado,0-5%,Nao Possuia
Casado(a),19-25 anos,Transferencia Externa,Jubilamento,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Trancamento Total,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,20-25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,10-15%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Reprovado sem nota,Nao informado,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Menos de 19 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,5-8,20-25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,8-10,5-10%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,10-15%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,5-8,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),Acima de 35 anos,Vestibular,Reopcao de Curso,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado sem nota,Nao informado,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Aprovado,8-10,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,8-10,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Aprovado,8-10,10-15%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,5-10%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Aprovado,8-10,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Formado,Nao Declarada,Sem Deficiencia,Ampla Concorrencia,Contabilidade e Custos,Aprovado,8-10,0-5%,Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Topicos Especiais em Sistemas de Informacao I,Reprovado,0-5,0-5%,Nao Possuia
Solteiro(a),19-25 anos,Vestibular,Jubilamento,Branca,Sem Deficiencia,Ampla Concorrencia,Pesquisa Operacional,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Comunicacao e Redes de Computadores,Reprovado por Frequencia,0-5,Acima de 25%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Banco de Dados I,Aprovado,5-8,0-5%,Nao Possuia
Casado(a),19-25 anos,Vestibular,Formado,Branca,Sem Deficiencia,Ampla Concorrencia,Fundamentos da Computacao,Aprovado,5-8,10-15%,Nao Possuia
